company,Education,experience,industry,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,Degree_PG,Degree_UG
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Electrical Energy System,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Kalsen Management Consultants Pvt Ltd.,Any Graduate,0 - 5 yrs,Banking,51116600098,"Hyderabad, Kochi, Bengaluru, Chennai, Delhi, Kolkata, Mumbai, Pune",Sales Manager / Sales Associate - Home Credit (consumer Loan),1,Not Disclosed by Recruiter,11/04/2016,,
HRD House,"B.Sc - Any Specialization, B.Pharma - Pharmacy PostgraduateM.Sc - Any Specialization, M.Pharma - Pharmacy Doctorate:A",3 - 6 yrs,Biotech,51116600387,Mumbai,"Project Coordinator, Pharma Formulation Co., Mumbai",1,Not Disclosed by Recruiter,11/04/2016,Post Graduate,Under Graduate
Career Galore hiring for Infrstructue company,Postgraduation,7 - 12 yrs,Real Estate ,2.50E+11,Mumbai Suburbs,Required Executive Assistant to the Chairman for an Infrastructure co.,1,"8,00,000 - 9,00,000 P.A",4/25/16,,
PeopleStrong HR Services Pvt. Ltd. hiring for Honeywell Automation India Limited,Postgraduation,7 - 10 yrs,Industrial Products,70616006632,"Mumbai, Pune",Regional Working Capital Leader,1,As per Industry Stnd.,6/14/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Organic Pollutants,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Forestry and Ecology,1,"Pay Band: PB3 (Rs.1560039100) with Academic Grade Pay of Rs.8,000/p.m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Semiconductor Memory,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
National Institute of Industrial Engineering,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Industrial Engineering,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.9500/- p.m.For direct recruits, minimum pay in the pay band to be fixed at Rs.42800/-.",5/17/16,,
PASONA INDIA PVT. LTD,Any Graduate PostgraduateMBA/PGDM,3 - 5 yrs,Recruitment,81116500005,Mumbai,AM/Sr. Executive - Sales,1,Not Disclosed by Recruiter,11/08/2016,Post Graduate,
Unnati,"B.Tech/B.E. - Any Specialization, Civil, Electrical, Mechanical PostgraduateAny Postgraduate - Any Specialization Doc",2 - 5 yrs,Other,90916600647,Mumbai,Business Development Manager | Marketing Research Startup,1,"5,00,000 - 10,00,000 P.A",11/08/2016,Post Graduate,Under Graduate
Adecco India Private Limited,Any Graduate,1 - 3 yrs,Chemicals,51116600076,Mumbai,"Immediate Job!! Sales Executive, 1-3yrs, Mumbai",1,Not Disclosed by Recruiter,11/04/2016,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.61E+11,Mumbai,Assistant Professor - Transportation Engineering,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.61E+11,Mumbai,Associate Professor - Urban Development and Town Planning,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Energy Management,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
National Institute of Industrial Engineering,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Multi Objective Optimization,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.9500/- p.m. For direct recruits, minimum pay in the pay band to be fixed at Rs.42800/-.",5/17/16,,
HRD House,"B.Sc - Any Specialization, B.Pharma - Pharmacy PostgraduateM.Sc - Any Specialization, M.Pharma - Pharmacy Doctorate:A",5 - 10 yrs,Biotech,51116600400,"Mumbai Suburbs, Mumbai",Group Product Manager / Marketing Manager- Pharma MNC - Derma / Cosmo,1,Not Disclosed by Recruiter,11/04/2016,Post Graduate,Under Graduate
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.61E+11,Mumbai,AssociateÂ Professor - Covering Heavier/Lighter than Air Systems,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.61E+11,Mumbai,Assistant Professor - Power Electronics and Power Systems,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/16/16,,
Kalsen Management Consultants Pvt Ltd.,Any Graduate,3 - 8 yrs,Insurance,51116600106,"Hyderabad, Trichy, Bengaluru, Chennai, Kolkata, Mumbai, Pune",Agency Development Manager - HDFC LIFE Insurance - ALL Locations,1,Not Disclosed by Recruiter,11/04/2016,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Waste Management,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Strategic Management Of Technology,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
National Institute of Industrial Engineering,Postgraduation,10 - 15 yrs,Education,1.71E+11,Mumbai,Professor - Contracts Administration & Management,1,Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.10500/- p.m.,5/17/16,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Technology Forecasting & Assessment,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Gravity and Magnetic Studies,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Fairdeal Realtors Pvt. Ltd.,Any Graduate PostgraduateMBA/PGDM,2 - 5 yrs,Real Estate ,81116500242,Mumbai,Transaction Executive/Sr. Transaction Executives (Direct Sales),1,Not Disclosed by Recruiter,11/08/2016,Post Graduate,
HEADHUNTERS HR PVT. LTD.,Any Graduate,0 - 2 yrs,Healthcare,61116600084,Mumbai,Chartered Accountant (CA) - Onsite Opening with a Healthcare Company,1,"4,00,000 - 8,00,000 P.A",11/05/2016,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Biointerfaces and Nanomedicine,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Planetary Sciences,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Climate Change Modeling,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Waytogo Consultants Pvt Ltd,Any Graduate,4 - 9 yrs,Banking,80916600928,"Mumbai, Navi Mumbai, Mumbai Suburbs",RM- Transcation Banking ( Mumbai ),3,"4,00,000 - 9,00,000 P.A",11/04/2016,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Logistics Management,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Multi Variate Statistical Analysis,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Power Electronics and Power System,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Cross-Tab Marketing Services Pvt. Ltd.,Postgraduation,8 - 13 yrs,Analytics,51116600404,Mumbai,Job Opportunity with Cross-tab Marketing Services Pvt Ltd,1,"7,50,000 - 14,00,000 P.A",11/04/2016,,
HRD House,"B.Sc - Any Specialization, B.Pharma - Pharmacy PostgraduateM.Sc - Any Specialization, M.Pharma - Pharmacy Doctorate:A",15 - 20 yrs,Biotech,51116600374,Mumbai,National Sales Manager - Pharma ( Multispeciality Segment)- Mumbai,1,Not Disclosed by Recruiter,11/04/2016,Post Graduate,Under Graduate
Conjugate,Any Graduate,10 - 15 yrs,Recruitment,30616900025,"Mumbai, Bengaluru",HR Relationship Manager - Recruitment Firm,1,Not Disclosed by Recruiter,06/03/2016,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Planetary Sciences,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
QNB (India) Private Limited,B.Com PostgraduateCA,8 - 10 yrs,Banking,81116500686,Mumbai,Senior Dealer Treasury Corporate Sales,1,Not Disclosed by Recruiter,11/08/2016,Post Graduate,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Computer Science & Information Technology,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
HERE,B.Tech/B.E. PostgraduateM.Tech,5 - 9 yrs,IT Software Services,81116500209,Mumbai,Sr Engineer(Community - Map Creator/Services),1,Not Disclosed by Recruiter,11/08/2016,Post Graduate,Under Graduate
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - First Principles Electronic Structure Calculations of Novel Magnetic,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Polymer and Materials,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.61E+11,Mumbai,AssistantÂ Professor - Aerospace Systems Design & Systems Engineering,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Process Systems Engineering & Control,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Hydrology,1,"Pay Band: PB3 (Rs.1560039100) with Academic Grade Pay of Rs.8,000/p.m.",8/17/16,,
EdgeVerve Systems Limited,"B.Tech/B.E. - Any Specialization PostgraduateAny Postgraduate - Any Specialization, Post Graduation Not Required Doct",2 - 4 yrs,IT Software Services,51116500108,Mumbai,Associate Consultant,1,Not Disclosed by Recruiter,11/05/2016,Post Graduate,Under Graduate
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Econometrics,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Corporate Communications,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
National Institute of Industrial Engineering,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Project Engineering,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.9500/- p.m. For direct recruits, minimum pay in the pay band to be fixed at Rs.42800/-.",5/17/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.61E+11,Mumbai,AssistantÂ Professor - AerospaceÂ Flight,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/16/16,,
Quess Corp Ltd.,Postgraduation,3 - 8 yrs,IT Software Services,81116600628,"Pune, Mumbai",Duckcreek Developer with CMM Level 5 @ Mumbai/pune,1,Not Disclosed by Recruiter,11/07/2016,,
National Institute of Industrial Engineering,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Organisational Behaviour & Human Resource Management,1,Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.9500/- p.m.,5/17/16,,
National Institute of Industrial Engineering,Postgraduation,10 - 15 yrs,Education,1.71E+11,Mumbai,Professor - Industrial & Labour Relations,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.10500/- p.m. For direct recruits, minimum pay in the pay band to be fixed at Rs.48000/--.",5/17/16,,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Industrial & Labour Relations,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
Waytogo Consultants Pvt Ltd,Any Graduate,8 - 10 yrs,Banking,51116600119,"Mumbai, Navi Mumbai, Mumbai Suburbs",Senior Manager- BRMS,1,"10,00,000 - 14,00,000 P.A",11/04/2016,,
Vision Beyond Corporation,Any Graduate,2 - 5 yrs,Banking,51116600571,Mumbai,Research Analyst,1,Not Disclosed by Recruiter,11/04/2016,,
Bee5 Manpower Consulting,Any Graduate - Any Specialization PostgraduatePost Graduation Not Required Doctorate:Any Doctorate - Any Specializati,6 - 10 yrs,IT Software Services,10716600595,"Mumbai, Navi Mumbai","Business Lead/ Manager Ã¢â?¬â?? Lpaas Banking, Andheri East Mumbai",1,"15,00,000 - 25,00,000 P.A",11/29/16,Post Graduate,
National Institute of Industrial Engineering,Postgraduation,10 - 15 yrs,Education,1.71E+11,Mumbai,Professor - Financial Management,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.10500/- p.m. For direct recruits, minimum pay in the pay band to be fixed at Rs.48000/--.",5/17/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Organizational Behavior/Human Resources Management,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
FCI,B.Tech/B.E. PostgraduateAny Postgraduate,4 - 8 yrs,IT Software Services,81116500343,Mumbai,HP Exstream Developer,1,Not Disclosed by Recruiter,11/08/2016,Post Graduate,Under Graduate
Kanban infosystem private limited,Postgraduation,10 - 15 yrs,IT Software Services,81116600015,"Mumbai, Mumbai Suburbs, Mumbai",Business Analyst(credit) || Cmmi L5 @ Mumbai || 8-15 Yrs,5,Not Disclosed by Recruiter,11/07/2016,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.61E+11,Mumbai,AssistantÂ Professor - Aerodynamics,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Technology and Innovation Management,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
Seven Consultancy,Any Graduate PostgraduateMBA/PGDM,0 - 3 yrs,IT Software Services,51116500036,Mumbai,LOAN OFFICER_REPUTED BANK,1,Not Disclosed by Recruiter,11/05/2016,Post Graduate,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Structural Engineering,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
National Institute of Industrial Engineering,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Information Technology,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.9500/- p.m. For direct recruits, minimum pay in the pay band to be fixed at Rs.42800/-.",5/17/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Industrial Economics,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
National Institute of Industrial Engineering,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Energy Modelling,1,"Pay Scale: PB-4 (Rs.37400-67000) with AGP of Rs.9500/- p.m. For direct recruits, minimum pay in the pay band to be fixed at Rs.42800/-.",5/17/16,,
Unnati,"B.Tech/B.E. - Any Specialization, Civil, Electrical, Mechanical PostgraduateAny Postgraduate - Any Specialization Doc",4 - 5 yrs,Banking,1.01E+11,Mumbai,Manager - Lead Generation | Fintech Company,1,"3,00,000 - 5,00,000 P.A. Variables / Incentives",11/09/2016,Post Graduate,Under Graduate
Waytogo Consultants Pvt Ltd,Any Graduate,4 - 9 yrs,Banking,1.81E+11,Mumbai,Erm-nri Mumbai,10,Not Disclosed by Recruiter,11/05/2016,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Transportation Systems Engineering,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Nucleic Acid Chemistry,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Communication Skills,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Environmental Management,1,"Pay Band: PB3 (Rs.1560039100) with Academic Grade Pay of Rs.8,000/p.m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Geocomputation and Scientific Visualization,1,"Pay Band: PB3 (Rs.1560039100) with Academic Grade Pay of Rs.8,000/p.m.",8/17/16,,
PASONA INDIA PVT. LTD,Any Graduate PostgraduateMBA/PGDM,2 - 4 yrs,Recruitment,81116500144,Mumbai,Sales Asst Manager,1,Not Disclosed by Recruiter,11/08/2016,Post Graduate,
National Institute of Industrial Engineering,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Value Engineering,1,Pay Scale: PB-3 (Rs.I5600-39100) with AGP of Rs.8000/- p.m.,5/17/16,,
Indian Institute of Technology Bombay,Postgraduation,6 - 11 yrs,Education,1.71E+11,Mumbai,Associate Professor - Micro and Nano Manufacturing,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.9,500/p.m.",8/17/16,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Air Pollution Control,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Future tech,Any Graduate,8 - 10 yrs,Food,61116600213,Mumbai,Brand Strategy & Communication Manager,1,"18,00,000 - 20,00,000 P.A",11/05/2016,,
Indian Institute of Technology Bombay,Postgraduation,10 - 15 yrs,Education,1.61E+11,Mumbai,Professor - Power Electronics and Controls,1,"Pay Band: PB4 (Rs.3740067000) with Academic Grade Pay of Rs.10,500/p.m.",8/16/16,,
Indian Institute of Technology Bombay,Postgraduation,3 - 5 yrs,Education,1.71E+11,Mumbai,Assistant Professor - Macroeconomics,1,"Pay Band: PB3 (Rs.15600-39100) with Academic Grade Pay of Rs.8,000/p. m.",8/17/16,,
Cross-Tab Marketing Services Pvt. Ltd.,Postgraduation,2 - 6 yrs,Analytics,81116600561,Mumbai,Data Visualization for Blueocean Market Intelligence,1,Not Disclosed by Recruiter,11/07/2016,,
Prism Manpower Services,"Any Graduate PostgraduatePost Graduation Not Required, MBA/PGDM",0 - 4 yrs,Recruitment,71116500043,Mumbai,Office Boy or Peon,1,Not Disclosed by Recruiter,11/07/2016,Post Graduate,
Big Leap HR Consultants LLP,Postgraduation,3 - 5 yrs,Banking,1.01E+11,Mumbai,Nodejs/angularjs Senior Developer,1,Not Disclosed by Recruiter,11/14/16,,
